"Landing page path","Week","Sessions","Sessions with cart additions"
"/products/2-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-01-19",1,0
"/products/2-weeks-liver-detox-15-carb-fat-blockers","2026-01-19",1,0
"/products/2-weeks-liver-detox-5-alcohol-protectors-5-fat-blockers","2026-01-19",1,0
"/products/21-day-immune-health-program","2026-01-19",3,0
"/products/21-days-detox-program","2026-01-19",120,6
"/products/3-month-fatty-liver-protocol","2026-01-19",1,0
"/products/3-weeks-liver-detox-15-alcohol-protectors","2026-01-19",1,0
"/products/3-weeks-liver-detox-15-carb-fat-blockers","2026-01-19",1,0
"/products/3-weeks-liver-detox-5-alcohol-protectors","2026-01-19",1,0
"/products/3-weeks-liver-detox-5-fat-blockers","2026-01-19",0,0
"/products/30-alcohol-protectors","2026-01-19",0,0
"/products/30-carb-fat-blockers","2026-01-19",1,0
"/products/4-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-01-19",1,0
"/products/45-alcohol-protectors","2026-01-19",1,0
"/products/45-carb-fat-blockers","2026-01-19",1,0
"/products/6-months-liver-health-program","2026-01-19",1,0
"/products/6-months-liver-health-program-6-weeks-liver-detox","2026-01-19",1,0
"/products/6-months-liver-reset-program","2026-01-19",1,0
"/products/6-months-liver-reset-program-6-weeks-liver-detox","2026-01-19",1,0
"/products/90x-alcohol-protection-capsules-90x-carb-fat-blocking-capsules","2026-01-19",0,0
"/products/ZGV0b3gtc3","2026-01-19",0,0
"/products/ZmF0dHktbG","2026-01-19",1,0
"/products/biocol-labs-x-design-hotels","2026-01-19",0,0
"/products/copy-of-the-party-animal","2026-01-19",1,0
"/products/detox-14-drinking-10-bombs-10","2026-01-19",4,0
"/products/detox-14-drinking-30-bombs-30","2026-01-19",2,0
"/products/detox-2","2026-01-19",0,0
"/products/detox-21-bombs-10","2026-01-19",50,8
"/products/detox-21-drinking-10","2026-01-19",1,0
"/products/detox-21-drinking-30-bombs-30","2026-01-19",1,0
"/products/detox-28-drinking-10-bombs-10","2026-01-19",4,0
"/products/detox-28-drinking-30-bombs-30","2026-01-19",1,0
"/products/detox-3-months-pre-paid","2026-01-19",1,0
"/products/detox-5","2026-01-19",1,0
"/products/detox-6-months-pre-paid","2026-01-19",0,0
"/products/detox-7-drinking-10-bombs-10","2026-01-19",2,0
"/products/detox-copy","2026-01-19",0,0
"/products/detox-copy-1","2026-01-19",0,0
"/products/detox-protocols","2026-01-19",1,1
"/products/detox-stick-packs","2026-01-19",6,0
"/products/detox-w-sachets","2026-01-19",0,0
"/products/f=","2026-01-19",0,0
"/products/fa=","2026-01-19",1,0
"/products/fat=","2026-01-19",0,0
"/products/fatt=","2026-01-19",0,0
"/products/fatty-=","2026-01-19",1,0
"/products/fatty-l=","2026-01-19",0,0
"/products/fatty-li=","2026-01-19",1,0
"/products/fatty-live=","2026-01-19",1,0
"/products/fatty-liver-=","2026-01-19",0,0
"/products/fatty-liver-p=","2026-01-19",0,0
"/products/fatty-liver-pr=","2026-01-19",1,0
"/products/fatty-liver-pro=","2026-01-19",0,0
"/products/fatty-liver-prot=","2026-01-19",1,0
"/products/fatty-liver-proto=","2026-01-19",0,0
"/products/fatty-liver-protocol","2026-01-19",5581,599
"/products/fatty-liver-protocol)","2026-01-19",11,0
"/products/fatty-liver-protocol-6-month-supply","2026-01-19",5,0
"/products/fatty-liver-protocol-monthly-delivery-copy","2026-01-19",0,0
"/products/fatty-liver-protocol=","2026-01-19",1,0
"/products/fatty-liver-protocol__;!!F1ew_n7Lmw!gV710woqCR-4VAloaf56lx3LmGGuXxbgUFLUU-9vsVuwEQV9hLHqsE4rWSc10ye4GIqX3Th1IpUkOpm0pA$","2026-01-19",0,0
"/products/fatty-liver=","2026-01-19",1,0
"/products/fatty=","2026-01-19",0,0
"/products/flyer-beauty-seeker","2026-01-19",1,0
"/products/flyer-detox-impulse","2026-01-19",0,0
"/products/gift-card","2026-01-19",2,0
"/products/health-pack","2026-01-19",1,0
"/products/holiday-sur=","2026-01-19",0,0
"/products/holiday-survival-kit","2026-01-19",2,0
"/products/i-feel%C2%AE-control","2026-01-19",1,0
"/products/i-feel%C2%AE-maintain","2026-01-19",1,0
"/products/i-feel%C2%AE-program","2026-01-19",0,0
"/products/i-feel%C2%AE-reduce","2026-01-19",0,0
"/products/i-feel%c2%ae-maintain","2026-01-19",0,0
"/products/i-feel%c2%ae-program","2026-01-19",0,0
"/products/selfcare-queen","2026-01-19",1,0
"/products/something%C2%AE-for-a-liver-reset","2026-01-19",18,3
"/products/something%C2%AE-for-a-liver-reset-4","2026-01-19",1,0
"/products/something%c2%ae-for-a-liver-reset","2026-01-19",1,0
"/products/something-for-a-cactus-throat","2026-01-19",4,0
"/products/something-for-a-detox-week","2026-01-19",433,40
"/products/something-for-a-detox-week)","2026-01-19",0,0
"/products/something-for-a-fatty-liver","2026-01-19",0,0
"/products/something-for-a-liver-reset","2026-01-19",0,0
"/products/something-for-a-mini-rehab","2026-01-19",25,2
"/products/something-for-anxiety","2026-01-19",0,0
"/products/something-for-bloated-tums","2026-01-19",0,0
"/products/something-for-dreaming","2026-01-19",14,2
"/products/something-for-immunity","2026-01-19",20,0
"/products/something-for-liver-health","2026-01-19",21,4
"/products/something-for-the-calorie-bombs","2026-01-19",30,6
"/products/something-for-the-knackered","2026-01-19",1,0
"/products/something-for-the-party-animal","2026-01-19",0,0
"/products/something-for-the-power-woman","2026-01-19",0,0
"/products/your-seasonal-remedy-box","2026-01-19",2,0
"/COLLECTIONS/ALL/PRODUCTS/SOMETHINGFOR-DREAMING","2026-01-26",0,0
"/collections/all-portfolio/products/quarantine-health-pack","2026-01-26",0,0
"/collections/all-portfolio/products/something-for-bloated-tums","2026-01-26",1,0
"/collections/all/products/21-day-immune-health-program","2026-01-26",0,0
"/collections/all/products/21-days-detox-program","2026-01-26",0,0
"/collections/all/products/biocol-labs-x-design-hotels","2026-01-26",0,0
"/collections/all/products/c29tZXRoaW","2026-01-26",0,0
"/collections/all/products/copy-of-the-party-animal","2026-01-26",0,0
"/collections/all/products/daily-life-tiredness","2026-01-26",0,0
"/collections/all/products/detox-14-drinking-10-bombs-10","2026-01-26",0,0
"/collections/all/products/detox-14-drinking-30-bombs-30","2026-01-26",0,0
"/collections/all/products/detox-21-drinking-10","2026-01-26",0,0
"/collections/all/products/detox-28-drinking-10-bombs-10","2026-01-26",0,0
"/collections/all/products/detox-28-drinking-30-bombs-30","2026-01-26",0,0
"/collections/all/products/fatty-liver-protocol","2026-01-26",141,10
"/collections/all/products/fatty-liver-protocol-monthly-delivery-copy","2026-01-26",0,0
"/collections/all/products/frt","2026-01-26",0,0
"/collections/all/products/health-pack","2026-01-26",0,0
"/collections/all/products/holiday-survival-kit","2026-01-26",0,0
"/collections/all/products/noc","2026-01-26",0,0
"/collections/all/products/selfcare-queen","2026-01-26",2,0
"/collections/all/products/something%C2%AE-for-a-liver-reset","2026-01-26",1,0
"/collections/all/products/something%C2%AE-for-a-liver-reset-4","2026-01-26",0,0
"/collections/all/products/something-for-a-cactus-throat","2026-01-26",0,0
"/collections/all/products/something-for-a-detox-week","2026-01-26",5022,348
"/collections/all/products/something-for-a-mini-rehab","2026-01-26",52,4
"/collections/all/products/something-for-achoos","2026-01-26",0,0
"/collections/all/products/something-for-bloated-tums","2026-01-26",0,0
"/collections/all/products/something-for-dreaming","2026-01-26",0,0
"/collections/all/products/something-for-immunity","2026-01-26",0,0
"/collections/all/products/something-for-liver-health","2026-01-26",62,5
"/collections/all/products/something-for-the-athlete","2026-01-26",0,0
"/collections/all/products/something-for-the-calorie-bombs","2026-01-26",22,1
"/collections/all/products/something-for-the-knackered","2026-01-26",4,0
"/collections/all/products/something-for-the-party-animal","2026-01-26",0,0
"/collections/all/products/something-for-the-power-woman","2026-01-26",0,0
"/collections/all/products/something-for-the-socialite","2026-01-26",0,0
"/collections/all/products/something-pharmacy","2026-01-26",0,0
"/collections/all/products/your-seasonal-remedy-box","2026-01-26",0,0
"/collections/amenity-products/products/something-for-bloated-tums","2026-01-26",1,0
"/collections/amenity-products/products/something-for-dreaming","2026-01-26",0,0
"/collections/amenity-products/products/something-for-the-calorie-bombs","2026-01-26",0,0
"/collections/amenity-products/products/something-for-the-knackered","2026-01-26",0,0
"/collections/christmas-packs/products/for-the-high-performer","2026-01-26",0,0
"/collections/immunity/products/winter-fix","2026-01-26",0,0
"/collections/kits/products/copy-of-the-party-animal","2026-01-26",0,0
"/collections/kits/products/selfcare-queen","2026-01-26",0,0
"/collections/kits/products/something-for-the-athlete","2026-01-26",0,0
"/collections/kits/products/something-for-the-health-junkie","2026-01-26",0,0
"/collections/kits/products/something-for-the-hypochondriac","2026-01-26",0,0
"/collections/kits/products/something-for-the-lost-cause","2026-01-26",0,0
"/collections/kits/products/something-for-the-power-woman","2026-01-26",0,0
"/collections/liver-health-kits/products/detox-14-drinking-10-bombs-10","2026-01-26",0,0
"/collections/liver-health-kits/products/detox-14-drinking-30-bombs-30","2026-01-26",1,0
"/collections/liver-health-kits/products/detox-21-bombs-10","2026-01-26",6,0
"/collections/liver-health-kits/products/detox-21-drinking-10","2026-01-26",0,0
"/collections/liver-health-kits/products/detox-21-drinking-30-bombs-30","2026-01-26",0,0
"/collections/liver-health-kits/products/detox-28-drinking-10-bombs-10","2026-01-26",1,0
"/collections/liver-health-kits/products/detox-28-drinking-30-bombs-30","2026-01-26",0,0
"/collections/liver-health-kits/products/detox-7-drinking-10-bombs-10","2026-01-26",0,0
"/collections/liver-health-kits/products/holiday-survival-kit","2026-01-26",0,0
"/collections/sets/products/21-day-immune-health-program","2026-01-26",1,0
"/collections/sets/products/21-days-detox-program","2026-01-26",0,0
"/collections/sets/products/biocol-labs-x-design-hotels","2026-01-26",0,0
"/collections/sets/products/health-pack","2026-01-26",0,0
"/collections/shop-by-brand-all/products/biocol-labs-x-design-hotels","2026-01-26",1,0
"/collections/shop-by-brand-all/products/something-for-achoos","2026-01-26",0,0
"/collections/shop-by-brand-all/products/something-for-bloated-tums","2026-01-26",0,0
"/products/1-week-liver-detox-5-alcohol-protectors-5-carb-fat-blockers","2026-01-26",0,0
"/products/1-week-liver-detox-5-alcohol-protectors-5-carb-fat-blockers-copy","2026-01-26",1,0
"/products/2-weeks-liver-detox-15-alcohol-protectors","2026-01-26",1,0
"/products/2-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-01-26",0,0
"/products/2-weeks-liver-detox-15-carb-fat-blockers","2026-01-26",0,0
"/products/2-weeks-liver-detox-5-alcohol-protectors-5-fat-blockers","2026-01-26",0,0
"/products/21-day-immune-health-program","2026-01-26",1,0
"/products/21-days-detox-program","2026-01-26",106,4
"/products/3-month-fatty-liver-protocol","2026-01-26",4,1
"/products/3-weeks-liver-detox-15-alcohol-protectors","2026-01-26",1,0
"/products/3-weeks-liver-detox-15-carb-fat-blockers","2026-01-26",0,0
"/products/3-weeks-liver-detox-5-alcohol-protectors","2026-01-26",1,0
"/products/3-weeks-liver-detox-5-fat-blockers","2026-01-26",1,0
"/products/30-alcohol-protectors","2026-01-26",1,0
"/products/30-carb-fat-blockers","2026-01-26",1,0
"/products/4-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-01-26",1,0
"/products/45-alcohol-protectors","2026-01-26",1,0
"/products/45-carb-fat-blockers","2026-01-26",1,0
"/products/6-months-liver-health-program","2026-01-26",1,0
"/products/6-months-liver-health-program-6-weeks-liver-detox","2026-01-26",1,0
"/products/6-months-liver-reset-program","2026-01-26",0,0
"/products/6-months-liver-reset-program-6-weeks-liver-detox","2026-01-26",0,0
"/products/90x-alcohol-protection-capsules-90x-carb-fat-blocking-capsules","2026-01-26",2,0
"/products/ZGV0b3gtc3","2026-01-26",0,0
"/products/ZmF0dHktbG","2026-01-26",0,0
"/products/biocol-labs-x-design-hotels","2026-01-26",0,0
"/products/copy-of-the-party-animal","2026-01-26",1,0
"/products/detox-14-drinking-10-bombs-10","2026-01-26",2,0
"/products/detox-14-drinking-30-bombs-30","2026-01-26",0,0
"/products/detox-2","2026-01-26",1,0
"/products/detox-21-bombs-10","2026-01-26",77,10
"/products/detox-21-drinking-10","2026-01-26",5,0
"/products/detox-21-drinking-30-bombs-30","2026-01-26",0,0
"/products/detox-28-drinking-10-bombs-10","2026-01-26",1,0
"/products/detox-28-drinking-30-bombs-30","2026-01-26",0,0
"/products/detox-3-months-pre-paid","2026-01-26",1,0
"/products/detox-5","2026-01-26",0,0
"/products/detox-6-months-pre-paid","2026-01-26",2,0
"/products/detox-7-drinking-10-bombs-10","2026-01-26",0,0
"/products/detox-copy","2026-01-26",1,0
"/products/detox-copy-1","2026-01-26",0,0
"/products/detox-protocols","2026-01-26",1,1
"/products/detox-stick-packs","2026-01-26",12,4
"/products/detox-w-sachets","2026-01-26",1,0
"/products/f=","2026-01-26",0,0
"/products/fa=","2026-01-26",0,0
"/products/fat=","2026-01-26",1,0
"/products/fatt=","2026-01-26",1,0
"/products/fatty-=","2026-01-26",0,0
"/products/fatty-l=","2026-01-26",0,0
"/products/fatty-li=","2026-01-26",1,0
"/products/fatty-live=","2026-01-26",0,0
"/products/fatty-liver-=","2026-01-26",0,0
"/products/fatty-liver-p=","2026-01-26",1,0
"/products/fatty-liver-pr=","2026-01-26",0,0
"/products/fatty-liver-pro=","2026-01-26",1,0
"/products/fatty-liver-prot=","2026-01-26",0,0
"/products/fatty-liver-proto=","2026-01-26",1,0
"/products/fatty-liver-protocol","2026-01-26",4062,434
"/products/fatty-liver-protocol)","2026-01-26",22,0
"/products/fatty-liver-protocol-6-month-supply","2026-01-26",0,0
"/products/fatty-liver-protocol-monthly-delivery-copy","2026-01-26",0,0
"/products/fatty-liver-protocol=","2026-01-26",0,0
"/products/fatty-liver-protocol__;!!F1ew_n7Lmw!gV710woqCR-4VAloaf56lx3LmGGuXxbgUFLUU-9vsVuwEQV9hLHqsE4rWSc10ye4GIqX3Th1IpUkOpm0pA$","2026-01-26",0,0
"/products/fatty-liver=","2026-01-26",0,0
"/products/fatty=","2026-01-26",0,0
"/products/flyer-beauty-seeker","2026-01-26",1,0
"/products/flyer-detox-impulse","2026-01-26",1,0
"/products/gift-card","2026-01-26",2,0
"/products/health-pack","2026-01-26",1,0
"/products/holiday-sur=","2026-01-26",0,0
"/products/holiday-survival-kit","2026-01-26",7,0
"/products/i-feel%C2%AE-control","2026-01-26",4,0
"/products/i-feel%C2%AE-maintain","2026-01-26",6,0
"/products/i-feel%C2%AE-program","2026-01-26",0,0
"/products/i-feel%C2%AE-reduce","2026-01-26",0,0
"/products/i-feel%c2%ae-maintain","2026-01-26",0,0
"/products/i-feel%c2%ae-program","2026-01-26",0,0
"/products/selfcare-queen","2026-01-26",0,0
"/products/something%C2%AE-for-a-liver-reset","2026-01-26",24,2
"/products/something%C2%AE-for-a-liver-reset-4","2026-01-26",0,0
"/products/something%c2%ae-for-a-liver-reset","2026-01-26",0,0
"/products/something-for-a-cactus-throat","2026-01-26",6,1
"/products/something-for-a-detox-week","2026-01-26",490,54
"/products/something-for-a-detox-week)","2026-01-26",0,0
"/products/something-for-a-fatty-liver","2026-01-26",0,0
"/products/something-for-a-liver-reset","2026-01-26",3,0
"/products/something-for-a-mini-rehab","2026-01-26",48,7
"/products/something-for-anxiety","2026-01-26",0,0
"/products/something-for-bloated-tums","2026-01-26",0,0
"/products/something-for-dreaming","2026-01-26",15,0
"/products/something-for-immunity","2026-01-26",37,2
"/products/something-for-liver-health","2026-01-26",43,7
"/products/something-for-the-calorie-bombs","2026-01-26",55,9
"/products/something-for-the-knackered","2026-01-26",1,0
"/products/something-for-the-party-animal","2026-01-26",0,0
"/products/something-for-the-power-woman","2026-01-26",0,0
"/products/your-seasonal-remedy-box","2026-01-26",0,0
"/COLLECTIONS/ALL/PRODUCTS/SOMETHINGFOR-DREAMING","2026-02-02",0,0
"/collections/all-portfolio/products/quarantine-health-pack","2026-02-02",0,0
"/collections/all-portfolio/products/something-for-bloated-tums","2026-02-02",0,0
"/collections/all/products/21-day-immune-health-program","2026-02-02",0,0
"/collections/all/products/21-days-detox-program","2026-02-02",0,0
"/collections/all/products/biocol-labs-x-design-hotels","2026-02-02",0,0
"/collections/all/products/c29tZXRoaW","2026-02-02",1,0
"/collections/all/products/copy-of-the-party-animal","2026-02-02",0,0
"/collections/all/products/daily-life-tiredness","2026-02-02",0,0
"/collections/all/products/detox-14-drinking-10-bombs-10","2026-02-02",0,0
"/collections/all/products/detox-14-drinking-30-bombs-30","2026-02-02",0,0
"/collections/all/products/detox-21-drinking-10","2026-02-02",1,0
"/collections/all/products/detox-28-drinking-10-bombs-10","2026-02-02",0,0
"/collections/all/products/detox-28-drinking-30-bombs-30","2026-02-02",0,0
"/collections/all/products/fatty-liver-protocol","2026-02-02",124,12
"/collections/all/products/fatty-liver-protocol-monthly-delivery-copy","2026-02-02",0,0
"/collections/all/products/frt","2026-02-02",0,0
"/collections/all/products/health-pack","2026-02-02",0,0
"/collections/all/products/holiday-survival-kit","2026-02-02",0,0
"/collections/all/products/noc","2026-02-02",0,0
"/collections/all/products/selfcare-queen","2026-02-02",0,0
"/collections/all/products/something%C2%AE-for-a-liver-reset","2026-02-02",1,0
"/collections/all/products/something%C2%AE-for-a-liver-reset-4","2026-02-02",0,0
"/collections/all/products/something-for-a-cactus-throat","2026-02-02",0,0
"/collections/all/products/something-for-a-detox-week","2026-02-02",3644,266
"/collections/all/products/something-for-a-mini-rehab","2026-02-02",35,2
"/collections/all/products/something-for-achoos","2026-02-02",0,0
"/collections/all/products/something-for-bloated-tums","2026-02-02",3,0
"/collections/all/products/something-for-dreaming","2026-02-02",0,0
"/collections/all/products/something-for-immunity","2026-02-02",0,0
"/collections/all/products/something-for-liver-health","2026-02-02",51,4
"/collections/all/products/something-for-the-athlete","2026-02-02",0,0
"/collections/all/products/something-for-the-calorie-bombs","2026-02-02",44,3
"/collections/all/products/something-for-the-knackered","2026-02-02",0,0
"/collections/all/products/something-for-the-party-animal","2026-02-02",0,0
"/collections/all/products/something-for-the-power-woman","2026-02-02",0,0
"/collections/all/products/something-for-the-socialite","2026-02-02",0,0
"/collections/all/products/something-pharmacy","2026-02-02",0,0
"/collections/all/products/your-seasonal-remedy-box","2026-02-02",0,0
"/collections/amenity-products/products/something-for-bloated-tums","2026-02-02",0,0
"/collections/amenity-products/products/something-for-dreaming","2026-02-02",0,0
"/collections/amenity-products/products/something-for-the-calorie-bombs","2026-02-02",0,0
"/collections/amenity-products/products/something-for-the-knackered","2026-02-02",0,0
"/collections/christmas-packs/products/for-the-high-performer","2026-02-02",0,0
"/collections/immunity/products/winter-fix","2026-02-02",0,0
"/collections/kits/products/copy-of-the-party-animal","2026-02-02",0,0
"/collections/kits/products/selfcare-queen","2026-02-02",0,0
"/collections/kits/products/something-for-the-athlete","2026-02-02",0,0
"/collections/kits/products/something-for-the-health-junkie","2026-02-02",0,0
"/collections/kits/products/something-for-the-hypochondriac","2026-02-02",0,0
"/collections/kits/products/something-for-the-lost-cause","2026-02-02",0,0
"/collections/kits/products/something-for-the-power-woman","2026-02-02",0,0
"/collections/liver-health-kits/products/detox-14-drinking-10-bombs-10","2026-02-02",1,0
"/collections/liver-health-kits/products/detox-14-drinking-30-bombs-30","2026-02-02",0,0
"/collections/liver-health-kits/products/detox-21-bombs-10","2026-02-02",5,2
"/collections/liver-health-kits/products/detox-21-drinking-10","2026-02-02",4,1
"/collections/liver-health-kits/products/detox-21-drinking-30-bombs-30","2026-02-02",0,0
"/collections/liver-health-kits/products/detox-28-drinking-10-bombs-10","2026-02-02",1,0
"/collections/liver-health-kits/products/detox-28-drinking-30-bombs-30","2026-02-02",0,0
"/collections/liver-health-kits/products/detox-7-drinking-10-bombs-10","2026-02-02",0,0
"/collections/liver-health-kits/products/holiday-survival-kit","2026-02-02",0,0
"/collections/sets/products/21-day-immune-health-program","2026-02-02",1,0
"/collections/sets/products/21-days-detox-program","2026-02-02",0,0
"/collections/sets/products/biocol-labs-x-design-hotels","2026-02-02",0,0
"/collections/sets/products/health-pack","2026-02-02",0,0
"/collections/shop-by-brand-all/products/biocol-labs-x-design-hotels","2026-02-02",1,0
"/collections/shop-by-brand-all/products/something-for-achoos","2026-02-02",0,0
"/collections/shop-by-brand-all/products/something-for-bloated-tums","2026-02-02",0,0
"/products/1-week-liver-detox-5-alcohol-protectors-5-carb-fat-blockers","2026-02-02",1,0
"/products/1-week-liver-detox-5-alcohol-protectors-5-carb-fat-blockers-copy","2026-02-02",0,0
"/products/2-weeks-liver-detox-15-alcohol-protectors","2026-02-02",0,0
"/products/2-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-02-02",1,0
"/products/2-weeks-liver-detox-15-carb-fat-blockers","2026-02-02",1,0
"/products/2-weeks-liver-detox-5-alcohol-protectors-5-fat-blockers","2026-02-02",0,0
"/products/21-day-immune-health-program","2026-02-02",3,0
"/products/21-days-detox-program","2026-02-02",57,2
"/products/3-month-fatty-liver-protocol","2026-02-02",2,0
"/products/3-weeks-liver-detox-15-alcohol-protectors","2026-02-02",1,0
"/products/3-weeks-liver-detox-15-carb-fat-blockers","2026-02-02",0,0
"/products/3-weeks-liver-detox-5-alcohol-protectors","2026-02-02",0,0
"/products/3-weeks-liver-detox-5-fat-blockers","2026-02-02",0,0
"/products/30-alcohol-protectors","2026-02-02",1,0
"/products/30-carb-fat-blockers","2026-02-02",1,0
"/products/4-weeks-liver-detox-15-alcohol-protectors-15-carb-fat-blockers","2026-02-02",1,0
"/products/45-alcohol-protectors","2026-02-02",0,0
"/products/45-carb-fat-blockers","2026-02-02",1,0
"/products/6-months-liver-health-program","2026-02-02",0,0
"/products/6-months-liver-health-program-6-weeks-liver-detox","2026-02-02",1,0
"/products/6-months-liver-reset-program","2026-02-02",1,0
"/products/6-months-liver-reset-program-6-weeks-liver-detox","2026-02-02",1,0
"/products/90x-alcohol-protection-capsules-90x-carb-fat-blocking-capsules","2026-02-02",8,1
"/products/ZGV0b3gtc3","2026-02-02",0,0
"/products/ZmF0dHktbG","2026-02-02",1,0
"/products/biocol-labs-x-design-hotels","2026-02-02",0,0
"/products/copy-of-the-party-animal","2026-02-02",1,0
"/products/detox-14-drinking-10-bombs-10","2026-02-02",2,0
"/products/detox-14-drinking-30-bombs-30","2026-02-02",0,0
"/products/detox-2","2026-02-02",0,0
"/products/detox-21-bombs-10","2026-02-02",65,9
"/products/detox-21-drinking-10","2026-02-02",1,0
"/products/detox-21-drinking-30-bombs-30","2026-02-02",1,0
"/products/detox-28-drinking-10-bombs-10","2026-02-02",2,0
"/products/detox-28-drinking-30-bombs-30","2026-02-02",1,0
"/products/detox-3-months-pre-paid","2026-02-02",2,0
"/products/detox-5","2026-02-02",1,0
"/products/detox-6-months-pre-paid","2026-02-02",1,0
"/products/detox-7-drinking-10-bombs-10","2026-02-02",0,0
"/products/detox-copy","2026-02-02",1,0
"/products/detox-copy-1","2026-02-02",0,0
"/products/detox-protocols","2026-02-02",5,2
"/products/detox-stick-packs","2026-02-02",12,3
"/products/detox-w-sachets","2026-02-02",1,0
"/products/f=","2026-02-02",0,0
"/products/fa=","2026-02-02",0,0
"/products/fat=","2026-02-02",0,0
"/products/fatt=","2026-02-02",0,0
"/products/fatty-=","2026-02-02",0,0
"/products/fatty-l=","2026-02-02",2,0
"/products/fatty-li=","2026-02-02",0,0
"/products/fatty-live=","2026-02-02",0,0
"/products/fatty-liver-=","2026-02-02",0,0
"/products/fatty-liver-p=","2026-02-02",0,0
"/products/fatty-liver-pr=","2026-02-02",0,0
"/products/fatty-liver-pro=","2026-02-02",0,0
"/products/fatty-liver-prot=","2026-02-02",0,0
"/products/fatty-liver-proto=","2026-02-02",0,0
"/products/fatty-liver-protocol","2026-02-02",4242,345
"/products/fatty-liver-protocol)","2026-02-02",21,0
"/products/fatty-liver-protocol-6-month-supply","2026-02-02",2,0
"/products/fatty-liver-protocol-monthly-delivery-copy","2026-02-02",0,0
"/products/fatty-liver-protocol=","2026-02-02",0,0
"/products/fatty-liver-protocol__;!!F1ew_n7Lmw!gV710woqCR-4VAloaf56lx3LmGGuXxbgUFLUU-9vsVuwEQV9hLHqsE4rWSc10ye4GIqX3Th1IpUkOpm0pA$","2026-02-02",0,0
"/products/fatty-liver=","2026-02-02",0,0
"/products/fatty=","2026-02-02",0,0
"/products/flyer-beauty-seeker","2026-02-02",1,0
"/products/flyer-detox-impulse","2026-02-02",1,0
"/products/gift-card","2026-02-02",2,0
"/products/health-pack","2026-02-02",1,0
"/products/holiday-sur=","2026-02-02",0,0
"/products/holiday-survival-kit","2026-02-02",1,0
"/products/i-feel%C2%AE-control","2026-02-02",0,0
"/products/i-feel%C2%AE-maintain","2026-02-02",3,0
"/products/i-feel%C2%AE-program","2026-02-02",2,0
"/products/i-feel%C2%AE-reduce","2026-02-02",1,0
"/products/i-feel%c2%ae-maintain","2026-02-02",0,0
"/products/i-feel%c2%ae-program","2026-02-02",0,0
"/products/selfcare-queen","2026-02-02",0,0
"/products/something%C2%AE-for-a-liver-reset","2026-02-02",23,3
"/products/something%C2%AE-for-a-liver-reset-4","2026-02-02",0,0
"/products/something%c2%ae-for-a-liver-reset","2026-02-02",1,0
"/products/something-for-a-cactus-throat","2026-02-02",5,0
"/products/something-for-a-detox-week","2026-02-02",521,70
"/products/something-for-a-detox-week)","2026-02-02",0,0
"/products/something-for-a-fatty-liver","2026-02-02",3,0
"/products/something-for-a-liver-reset","2026-02-02",5,0
"/products/something-for-a-mini-rehab","2026-02-02",45,4
"/products/something-for-anxiety","2026-02-02",0,0
"/products/something-for-bloated-tums","2026-02-02",0,0
"/products/something-for-dreaming","2026-02-02",14,1
"/products/something-for-immunity","2026-02-02",37,0
"/products/something-for-liver-health","2026-02-02",25,3
"/products/something-for-the-calorie-bombs","2026-02-02",59,11
"/products/something-for-the-knackered","2026-02-02",1,0
"/products/something-for-the-party-animal","2026-02-02",1,0
"/products/something-for-the-power-woman","2026-02-02",0,0
"/products/your-seasonal-remedy-box","2026-02-02",1,0
"/COLLECTIONS/ALL/PRODUCTS/SOMETHINGFOR-DREAMING","2026-02-09",0,0
"/collections/all-portfolio/products/quarantine-health-pack","2026-02-09",0,0
"/collections/all-portfolio/products/something-for-bloated-tums","2026-02-09",0,0
"/collections/all/products/21-day-immune-health-program","2026-02-09",0,0
"/collections/all/products/21-days-detox-program","2026-02-09",0,0
"/collections/all/products/biocol-labs-x-design-hotels","2026-02-09",0,0
"/collections/all/products/c29tZXRoaW","2026-02-09",1,0
"/collections/all/products/copy-of-the-party-animal","2026-02-09",1,0
"/collections/all/products/daily-life-tiredness","2026-02-09",0,0
"/collections/all/products/detox-14-drinking-10-bombs-10","2026-02-09",0,0
"/collections/all/products/detox-14-drinking-30-bombs-30","2026-02-09",0,0
"/collections/all/products/detox-21-drinking-10","2026-02-09",2,0
"/collections/all/products/detox-28-drinking-10-bombs-10","2026-02-09",1,0
"/collections/all/products/detox-28-drinking-30-bombs-30","2026-02-09",1,0
"/collections/all/products/fatty-liver-protocol","2026-02-09",71,6
"/collections/all/products/fatty-liver-protocol-monthly-delivery-copy","2026-02-09",0,0
"/collections/all/products/frt","2026-02-09",1,0
"/collections/all/products/health-pack","2026-02-09",1,0
"/collections/all/products/holiday-survival-kit","2026-02-09",0,0
"/collections/all/products/noc","2026-02-09",0,0
"/collections/all/products/selfcare-queen","2026-02-09",0,0
"/collections/all/products/something%C2%AE-for-a-liver-reset","2026-02-09",1,0
"/collections/all/products/something%C2%AE-for-a-liver-reset-4","2026-02-09",0,0
"/collections/all/products/something-for-a-cactus-throat","2026-02-09",0,0
"/collections/all/products/something-for-a-detox-week","2026-02-09",2033,148
